id,created_at,text
2014-11-26,Metro London is closing. Today will be the last day of our digital coverage. We’re grateful for your support and readership. Thank you.
2014-11-21,Ontario taxpayers foot bill for disciplined justices' legal fees http://t.co/0DPvuV9SIc http://t.co/AsopbAm3Oq
2014-11-20,"Bill Cosby concert should be cancelled, London, Ont., councillor says http://t.co/97NCES8sNu http://t.co/KM5mLs0pvl"
2014-11-17,Several families will be in a London court today in an effort to stop wind farm construction http://t.co/DNex6EQ1Sb
2014-11-17,Has a criminal conviction &amp; house arrest changed Joe Fontana? We sat down for a chat w/ him: http://t.co/m7SHwpbGnc http://t.co/omF5HE3ch4
2014-11-17,Joe Fontana gave Metro an exclusive interview as he came off house arrest. Here's what he said: http://t.co/CJpgRMTf0d #ldnont
2014-11-16,Joe Fontana had a difficult time during his house arrest. He told us all about it. http://t.co/vKaQOwhY4O  #ldnont http://t.co/HXOdCHrx4s
2014-11-16,"Joe Fontana's message for the new #ldnont council: 
 http://t.co/J6zA7dfW8i"
2014-11-16,Here’s your chance to learn about — and experience— a talented #ldnont family from days gone by: http://t.co/qQSA2IIN8P @MuseumLondon
2014-11-16,Joe Fontana decided not to seek 2nd term as mayor long before being found guilty of fraud. Here he tells all: http://t.co/pD2Z0ofcuI #ldnont
2014-11-16,How about some Sunday afternoon Jazzercise? You got it: http://t.co/UpsihWp57T #ldnont
2014-11-16,What's the first thing Joe Fontana did when his house arrest ended? Find out here: http://t.co/GK0fq0rWHP  #ldnont http://t.co/I4QlpwLpA5
2014-11-16,Joe Fontana is allowed to leave his house again. He gave just one interview. This one: http://t.co/3RzDxr6bjV #ldnont http://t.co/trAebHKOmN
2014-11-16,"Coming tomorrow: Metro's exclusive interview w/ former #ldnont mayor Joe Fontana, fresh off house arrest. http://t.co/YWGrNH35Qb"
2014-11-15,Still making your Saturday night plans? Plenty of our best bets left to enjoy: http://t.co/WSNqv9dZGG #ldnont
2014-11-15,ICYMI: Meet the man who's out to make the #ldnont holiday season wickedly awesome: http://t.co/8m48fYs5N8 http://t.co/C1o2XhRkgO
2014-11-15,Want to celebrate your #LdnOnt neighbourhood? These toque-an show you how. http://t.co/TF1aAYPM1a http://t.co/lEPY6lnWX9
2014-11-15,"Need something fancy, shiny or just different? The wknd best bet billed as 'out of this Earth:' http://t.co/vl26FAlSeE #ldnont @WesternFair"
2014-11-15,"Let your imagination run wild, then head out to this event today and create what you dreamed: http://t.co/toSYaTXo1k @unlondon #ldnont"
2014-11-15,We can think of a great way to show pride in #ldnont ... off the tops of our heads: http://t.co/AIdJ6XAr3h http://t.co/Q5LY4H52Bf
2014-11-15,"Robots, hackers, theatre, gems...what’s not to love about our best bets for your #ldnont wknd: http://t.co/3ra5LXq7bq http://t.co/e3IJEwODnN"
2014-11-15,Hat’s the way to do it! Meet the new #LdnOnt product that’s going to save you from the winter. http://t.co/RplCWO8Ven @itsdpms
2014-11-15,Coming tomorrow: A #ldnont company has just the answer to fighting off winter's sudden chill. Sneak peek: http://t.co/8YFtJr7rjd
2014-11-15,"#ldnont group talking w/ local police, urging changes in wake of 'weak' sentence in #youknowhername child porn case: http://t.co/6Zyk04aDvF"
2014-11-15,ICYMI: Mountie taken to hospital after shooting self (accidentally) at #ldnont police firearms range. http://t.co/YaVZSeIS0c
2014-11-14,He's tiny and evil. Meet the man who's out to make the #ldnont holiday season wickedly awesome: http://t.co/KzA8ql5mv6 @thegrandlondon
2014-11-14,#ldnont 12yo giving piano concert @AeolianHall to help kids who love music http://t.co/hEi409TDFr
2014-11-14,#ldnont man identified as victim in fatal Bruce County crash: http://t.co/VOKcaFVMSO
2014-11-14,What's w/ the purple today in #ldnont? It's all about these sad stories: http://t.co/KEwcR9fFcz #shinethelight #wearpurpleday @endwomanabuse
2014-11-14,Mountie accidentally shots self w/ own gun at #ldnont police station: http://t.co/5Kz4L95GSb http://t.co/Ix3EmYA5fd
2014-11-14,Sentence doesn’t go ‘far enough’ in #youknowhername case @LdnABC says/calls for action http://t.co/RuXNut8zro #ldnont http://t.co/lKg9395Fix
2014-11-14,"There's something new in #OEVldn &amp; it's been described as 'great fun:' 
http://t.co/le6sT8tSnq @OEVCASec #ldnont"
2014-11-14,It is coming. There's no stopping the snow: http://t.co/l3Sk2xxxr9 #LdnOnt
2014-11-14,All this buzz about bee deaths has led one #ldnont group straight to city hall w/ an interesting proposal: http://t.co/yYIL6KGzar
2014-11-14,"Ontario threatens to take away Beer Store monopoly unless it pays ""franchise fee"" to the province http://t.co/iDk2uibxWM"
2014-11-14,"If you're passing through #OEVLdn anytime soon, you may want to keep an eye out for these unusual offerings: http://t.co/OBsNhsNW3P #ldnont"
2014-11-14,Are you 'pollinator friendly?' It's becoming all the buzz these days in #ldnont: http://t.co/QrVh3tRYe5
2014-11-14,What's #ldnont's future? @Mike_Donachie gazes into his crystal ball &amp; tells all (in city council terms at least): http://t.co/yIvK3H9tf9
2014-11-14,ICYMI: LCBO closing in on a deal to open express kiosk in a #ldnont grocery store: http://t.co/BdGsItPzr7 http://t.co/cSpT9wPWcF
2014-11-13,Bees are in decline &amp; city hall is mulling the idea of making #ldnont a ‘pollinator sanctuary’ http://t.co/vz9wioq6WW http://t.co/sFi6YJX4kD
2014-11-13,.@FanshaweCollege has launched a 'reputation campaign' in its bid to woo new students: http://t.co/OhyqsLXS3M #ldnont #fanshawe
2014-11-13,#ldnont's next 4 years in a nutshell: Here's what the fresh-faced council will mean for your pocketbook ... &amp; stomach http://t.co/yEAc7CVuq0
2014-11-13,Need a chance to simply blow off some steam and play? Here you go: http://t.co/bAIj41keIE #ldnont
2014-11-13,Where will the new #ldnont council land on transit/taxes/development/respect &amp; ... food trucks? Our predictions: http://t.co/qdkxdesMtg
2014-11-13,"Londoner charged after Million Mask March clashes with police, city hall vandalized: http://t.co/qoAh360gHg  #ldnont http://t.co/aG7ibdMjYA"
2014-11-13,"A big piece of #ldnont history has made a big move. But that's only half the battle toward saving it, some say: http://t.co/iH2yp9MoU8"
2014-11-13,"He interviewed all the fresh faces, now @Mike_Donachie is out with predictions for #ldnont's new city council: http://t.co/xcfdAfGVlK"
2014-11-13,"We've e-introduced your new councillors. http://t.co/AhyeZIASU3 Tomorrow, @Mike_Donachie weighs in on what it all means for #ldnont's future"
2014-11-13,"Warning, this message from city workers might send shivers down your spine: http://t.co/Hzrp9X3wYd #ldnont"
2014-11-13,Have people's views on war changed so much that we need to change Remembrance Day? Our panel weighs in: http://t.co/Vbbh0pjNHs #ldnont
2014-11-12,"#ldnont's Fugitive Slave Chapel has arrived in SoHo, &amp; supporters say it's just the first part of a big undertaking: http://t.co/oyMWT8cYqK"
2014-11-12,It's snow joke (sorry). #ldnont crews have put 65 pieces of road-plowing equipment (and more) on standby: http://t.co/linEY1WAPC
2014-11-12,Sign of the times? The new face of @CoventMarket is beginning to take shape: http://t.co/i79ZLqQs51 #ldnont
2014-11-12,Remembrance Day — are we doing it right? http://t.co/srzE2vFEQG  #ldnont http://t.co/gAyKjrFkRQ
2014-11-12,.@AeolianHall having big 2014 finale w/ best of best on display from #ldnont artists: http://t.co/NE4RKX4kqI #OEVLdn http://t.co/cmcLYKcutU
2014-11-12,Metro panel time! @ShawnaLewk @adamfearnall @Canucklehead_ca talk: Remembrance Day — are we doing it right? http://t.co/uoXIiO0bqx #ldnont
2014-11-12,.@SWUNSIGNED putting on a big indie music show in #ldnont w/ proceeds staying local. Here's what you can expect: http://t.co/UKll84fkKw
2014-11-12,Beef Baron stabbing: Man charged with four offences. http://t.co/7BusRCdRMD #LdnOnt
2014-11-12,Sometimes the best way to build the future is by looking at the past. A group in #OEVLdn is doing just that; http://t.co/iAZXplaoSq
2014-11-12,ICYMI: Highlights from #RemembranceDay in #ldnont: http://t.co/Oe9kyMH4xe http://t.co/eWzFxvQEFR
2014-11-12,@Hollingsworth49 Sorry about that. It's @Vibrafusion Lab (355 Clarence St.)
2014-11-12,Staff at @HealthCentre are turning back the clock 20yrs for a new look at #OEVldn: http://t.co/Cpgr3u4o13 #ldnont http://t.co/fQaKoN7oMS
2014-11-12,"Expected to be a #RemembranceDay like no other in Canada, it didn't disappoint in #ldnont: http://t.co/MRW86k3OMc http://t.co/W2TsIGCcFP"
2014-11-12,"The new #ldnont city councillor who's been trying to ""get ideas out there"" for at least a two decades: http://t.co/fLt0FpXpA3"
2014-11-11,"4 bands, 1 night &amp; a giantreminder that indie punk is still alive — &amp; thriving — in #ldnont: http://t.co/IShsR6Nf2b @SWUNSIGNED #swunsigned"
2014-11-11,"Missed today's #RemembranceDay ceremony on #ldnont. No worries, this is what is sounded and looked like: http://t.co/qosigPRJvn"
2014-11-11,Big name coming to #ldnont @kingsatwestern this week to remind students about the importance of a chill pill: http://t.co/zOq1Q6Tgw6
2014-11-11,The sights and sounds of #ldnont's #RemembranceDay tribute:  http://t.co/LwoSYFgi6M http://t.co/RNoPmzt0vf
2014-11-11,This new #ldnont city councillor spent years as the saxophone player in the clown band at Canada's Wonderland. http://t.co/xivwQ6pPch
2014-11-11,#ldnont @3M_Canada plant to benefit from $3M gas mask contract. http://t.co/UcwhIQJrKY http://t.co/COZlpdWFIw
2014-11-11,#ldnont #RemembranceDay events will start in about 40 minutes. Details:  http://t.co/ihNEtGq37m http://t.co/BP8Cu9eq9z
2014-11-11,Take a moment to remember. Details of some Remembrance Day events in #LdnOnt: http://t.co/LXJQJm33Ok http://t.co/Y44UpjapVd
2014-11-11,"Meet @mikevanholst, the #LdnOnt man who unseated a council veteran and has big ideas: http://t.co/W7B6E0SNxj http://t.co/tx7yKpoFq0"
2014-11-11,Treading the boards in an angry way. With humour. http://t.co/9UiTSki0Ex  #LdnOnt http://t.co/dLosVh2dSn
2014-11-11,Splash! Want to find out more about the improvements to #LdnOnt's aquatics centre? Dive in here: http://t.co/IKOiskqkeR
2014-11-10,Remembrance Day is here again. Details of some #LdnOnt events here: http://t.co/aFhHtIg4rL http://t.co/DbI9ZKMlKz
2014-11-10,Anger and comedy? This one's a minefield. A new stage show in #LdnOnt next week: http://t.co/TNQK0e3xpU http://t.co/3sf2AIUcSF
