id,created_at,text
2017-12-02,"Canada's top soldier talks North Korea, ISIS and military suicides in year-end interview with @CTVMercedes  https://t.co/YB4Twc60iZ https://t.co/d5gz844wft"
2017-12-02,Canadian advocate for patients harmed by surgical mesh dies in hospital https://t.co/fYMvTxbaCR
2017-12-02,Judd: Women will persevere in fighting sexual harassment https://t.co/9PPugdC4NR
2017-12-01,Famous baby walruses moving from Quebec City to Vancouver https://t.co/d65bi5YgKs
2017-12-01,First baby from a uterus transplant in the U.S. born in Dallas https://t.co/MHRTiqq1I3
2017-12-01,BREAKING: Charges stayed in Surrey Six slayings in B.C. https://t.co/XbppAMD8RB
2017-12-01,BREAKING: Judge strikes down section of Quebec law that bans face-coverings https://t.co/oGCvzP6968
2017-12-01,Prepare to pay more green for your evergreen: Christmas tree prices on the rise for first time in almost a decade https://t.co/qr3mYQvxQr
2017-12-01,Ecole Polytechnique presents scholarship in honour of Montreal massacre victims https://t.co/PD4zuaGc0B
2017-12-01,Pets or meat? P.E.I. petting farm gets flak over goats sold to eat https://t.co/U4T21g1l1a
2017-12-01,Canada weighing China trade challenges as PM Trudeau heads to Beijing: official https://t.co/fStWdgkBTF #cdnpoli
2017-12-01,"Girl, 8, dies after being hit by snowplow in Quebec City https://t.co/BhgI94artF"
2017-12-01,Montreal billboards for 'Weedmaps' app promoting local pot providers removed after citizen complaints https://t.co/3u8ZcosE16
2017-12-01,BREAKING: Federal appeals court rules real estate agents must make data public https://t.co/8YQoDxjB8n
2017-12-01,Father testifies in court fight to keep daughter on life support https://t.co/sofemO3saN
2017-12-01,Bacterial infection linked to death of Vancouver Aquarium's false killer whale 'Chester' https://t.co/MFauOCZlPK
2017-12-01,Netflix confirms 'Stranger Things' will be back for a third season https://t.co/ydESESafTd
2017-12-01,"As Flynn pleads, fired FBI director Comey tweets Bible verse about 'justice' and 'righteousness' https://t.co/IVNgC7RCkZ"
2017-12-01,Federal government proposes changes designed to drop cost of patented drugs https://t.co/nnqWwadccY
2017-12-01,Chalk and leaves: How Torontonians redesigned a 'dangerous' intersection in their neighbourhood https://t.co/2tjrWoH6e0
2017-12-01,"Lawsuit brought by Canadian actress is going ahead, even though lawyers can't find the defendant Harvey Weinstein https://t.co/gCXqRaz2eC"
2017-12-01,"Jimmy Kimmel steps up feud with U.S. Senate candidate Roy Moore, says he's open to fighting it out in Alabama https://t.co/MbT5TzRzkf"
2017-12-01,"BlackBerry disappointed, but accepts international arbitration panel order to pay Nokia $137M https://t.co/Uys8Wo1ilz"
2017-12-01,Nostalgia alert: Landmark Sam the Record Man sign on the rise again in downtown Toronto https://t.co/E8mDWSVwIT
2017-12-01,"New responses needed on HIV non-disclosure, but not necessarily new law: study https://t.co/wccCPhJRx6"
2017-12-01,Here's @battisctv with this week's @ctvW5 documentary on Canada's deadliest disaster https://t.co/ANJh9pD8lw https://t.co/3jqAEVNJ9Z
2017-12-01,Former Trump national security aide Michael Flynn's rise and fall ends with charge of lying to FBI https://t.co/QOREHpf23g
2017-12-01,Long-lost memories: Alberta family’s treasured photo album turns up in Manitoba https://t.co/DNC8lUT6I2
2017-12-01,"If you want to know the groups for the 2018 FIFA World Cup Russia, you'll find them all here: https://t.co/153qElb7VR"
2017-12-01,"New responses needed on HIV non-disclosure, but not necessarily new law: study https://t.co/wccCPhJRx6 #cdnpoli"
2017-12-01,First-of-a-kind test for cancer gene profiling approved in U.S. https://t.co/xAxSkGTUdm
2017-12-01,Former national security adviser Michael Flynn to plead guilty to lying to FBI https://t.co/wkeStjOVfy
2017-12-01,"From hair dye to woodpeckers, new book shows da Vinci was curious about everything https://t.co/dLblBERRSj"
2017-12-01,Watch 11-year-old Meghan Markle challenge traditional gender roles in sexist ad https://t.co/tp4XZK0rQa https://t.co/0sO8fvIe0x
2017-12-01,"Lessons from Obama on leadership, climate change and thinking before tweeting https://t.co/Eo4Z1Wlgi9"
2017-12-01,#BREAKING news: Supreme Court overturns ruling on Yukon land plan https://t.co/J86ffy2NWp
2017-12-01,LIVE as it happens: Former national security adviser Michael Flynn is expected to plead guilty to making false statements to the FBI. https://t.co/nfNc6jmbFv #USpoli https://t.co/YesQvgRrTc
2017-12-01,Pope says 'Rohingya' for first time in public during emotional encounter https://t.co/G7outc0XCo
2017-12-01,LIVE @ 9:45 ET: Landmark decision by the Supreme Court of Canada on future of Yukon’s peel watershed. https://t.co/FUVlywyLGM https://t.co/2JXBvk6MOL
2017-12-01,Father charged with murder after 7-year-old finds mother's body https://t.co/vBxk2mQVxf
2017-12-01,"LIVE NOW: MMIWG hearings continue in Maliotenam, Quebec. https://t.co/uI0SnJUhv6 #MMIWG #Quebec https://t.co/7lUEt65bPf"
2017-12-01,"LIVE Soon: MMIWG hearings continue in Maliotenam, Quebec. https://t.co/uI0SnJUhv6 #MMIWG #Quebec https://t.co/9e9QUH0JEV"
2017-12-01,Supreme Court of Canada to issue ruling over land use planning for Yukon watershed https://t.co/kVuYKCu6YC
2017-12-01,"Canada creates nearly 80,000 jobs last month as unemployment rate falls to 5.9 per cent https://t.co/fCZt9lpnh2"
2017-12-01,Meghan Markle shines spotlight on another Canadian designer at first official outing https://t.co/TdnuJ3ZdH6
2017-12-01,Satellite images show extent of air pollution worldwide https://t.co/OEOVPJ6jNc
2017-12-01,Lawyer: Swede convicted of 'online' rape will appeal https://t.co/2RN5zIPzjU
